user_id,week_id,current_score,mastery_avg,mastery_std,weak_ratio,action_topic_count,action_avg_difficulty,action_review_ratio,action_planned_time,improvement_last_week,prev_week_time,next_week_score
137,7,8.78,0.88,0.02,0.12,5,0.6,0.26,300,0.82,501,9.48
137,8,9.48,0.95,0.04,0.08,6,0.71,0.37,300,0.7,300,9.59
137,9,9.59,0.96,0.13,0.06,7,0.42,0.45,501,0.11,300,9.26
137,10,9.26,0.93,0.0,0.0,12,0.49,0.03,668,-0.33,501,8.12
138,1,5.0,0.5,0.18,0.48,3,0.89,0.11,215,0.0,0,5.19
138,2,5.19,0.52,0.09,0.44,6,0.36,0.01,323,0.19,215,5.56
138,3,5.56,0.56,0.16,0.38,4,0.89,0.19,215,0.37,323,6.21
138,4,6.21,0.62,0.14,0.42,3,0.58,0.64,215,0.65,215,6.8
138,5,6.8,0.68,0.1,0.3,13,0.2,0.33,718,0.59,215,7.26
138,6,7.26,0.73,0.11,0.24,12,0.31,0.59,539,0.46,718,5.62
138,7,5.62,0.56,0.13,0.54,9,0.34,0.43,539,-1.64,539,4.89
138,8,4.89,0.49,0.09,0.46,9,0.82,0.22,431,-0.73,539,2.8
138,9,2.8,0.28,0.3,0.66,9,0.33,0.29,539,-2.09,431,1.85
138,10,1.85,0.18,0.27,0.86,0,0.0,0.0,0,-0.95,539,1.65
139,1,5.2,0.52,0.17,0.28,10,0.23,0.06,609,0.0,0,5.98
139,2,5.98,0.6,0.09,0.46,0,0.0,0.0,0,0.78,609,5.81
139,3,5.81,0.58,0.12,0.4,6,0.65,0.7,457,-0.17,0,6.63
139,4,6.63,0.66,0.09,0.32,2,0.72,0.11,182,0.82,457,7.35
139,5,7.35,0.74,0.03,0.2,1,0.79,0.72,91,0.72,182,7.31
139,6,7.31,0.73,0.13,0.24,0,0.0,0.0,0,-0.04,91,7.26
139,7,7.26,0.73,0.17,0.24,7,0.9,0.43,457,-0.05,0,7.97
139,8,7.97,0.8,0.08,0.2,9,0.85,0.8,457,0.71,457,7.65
139,9,7.65,0.76,0.01,0.22,1,0.83,0.33,91,-0.32,457,8.3
139,10,8.3,0.83,0.03,0.12,1,0.34,0.63,91,0.65,91,8.84
140,1,2.5,0.25,0.23,0.72,2,0.63,0.51,184,0.0,0,4.12
140,2,4.12,0.41,0.23,0.46,14,0.48,0.16,613,1.62,184,5.11
140,3,5.11,0.51,0.13,0.56,1,0.63,0.44,92,0.99,613,5.93
140,4,5.93,0.59,0.09,0.48,8,0.74,0.47,368,0.82,92,6.69
140,5,6.69,0.67,0.15,0.36,5,0.78,0.27,276,0.76,368,7.38
140,6,7.38,0.74,0.11,0.22,7,0.29,0.21,368,0.69,276,7.4
140,7,7.4,0.74,0.18,0.18,7,0.4,0.04,368,0.02,368,7.51
140,8,7.51,0.75,0.03,0.22,7,0.51,0.05,460,0.11,368,8.11
140,9,8.11,0.81,0.03,0.16,6,0.44,0.58,368,0.6,460,8.05
140,10,8.05,0.8,0.01,0.2,8,0.5,0.34,368,-0.06,368,8.82
141,1,3.1,0.31,0.2,0.48,1,0.74,0.47,101,0.0,0,3.98
141,2,3.98,0.4,0.26,0.56,5,0.75,0.42,303,0.88,101,4.48
141,3,4.48,0.45,0.2,0.58,0,0.0,0.0,0,0.5,303,4.51
141,4,4.51,0.45,0.21,0.52,0,0.0,0.0,0,0.03,0,4.27
141,5,4.27,0.43,0.24,0.54,12,0.58,0.15,674,-0.24,0,4.88
141,6,4.88,0.49,0.21,0.64,4,0.54,0.53,303,0.61,674,4.73
141,7,4.73,0.47,0.2,0.5,8,0.88,0.24,505,-0.15,303,5.43
141,8,5.43,0.54,0.13,0.32,5,0.79,0.2,303,0.7,505,4.76
141,9,4.76,0.48,0.12,0.52,1,0.75,0.6,101,-0.67,303,5.4
141,10,5.4,0.54,0.26,0.52,7,0.53,0.18,404,0.64,101,5.9
142,1,5.8,0.58,0.23,0.4,1,0.56,0.31,83,0.0,0,6.19
142,2,6.19,0.62,0.08,0.22,4,0.29,0.33,251,0.39,83,7.01
142,3,7.01,0.7,0.1,0.36,2,0.72,0.76,167,0.82,251,7.41
142,4,7.41,0.74,0.06,0.3,6,0.25,0.16,419,0.4,167,7.5
142,5,7.5,0.75,0.01,0.26,1,0.28,0.78,83,0.09,419,7.82
142,6,7.82,0.78,0.1,0.24,8,0.87,0.29,559,0.32,83,8.03
142,7,8.03,0.8,0.03,0.22,3,0.52,0.67,251,0.21,559,8.44
142,8,8.44,0.84,0.09,0.16,3,0.75,0.41,251,0.41,251,8.46
142,9,8.46,0.85,0.09,0.12,0,0.0,0.0,0,0.02,251,8.18
142,10,8.18,0.82,0.01,0.16,4,0.78,0.14,251,-0.28,0,8.77
143,1,5.4,0.54,0.14,0.38,5,0.37,0.64,327,0.0,0,5.77
143,2,5.77,0.58,0.25,0.5,7,0.27,0.46,545,0.37,327,6.39
143,3,6.39,0.64,0.16,0.32,0,0.0,0.0,0,0.62,545,5.94
143,4,5.94,0.59,0.17,0.34,9,0.75,0.13,545,-0.45,0,6.45
143,5,6.45,0.64,0.17,0.34,7,0.88,0.08,409,0.51,545,6.13
143,6,6.13,0.61,0.23,0.36,1,0.49,0.54,81,-0.32,409,6.54
143,7,6.54,0.65,0.1,0.32,8,0.55,0.16,545,0.41,81,7.17
143,8,7.17,0.72,0.17,0.34,10,0.88,0.15,545,0.63,545,5.47
143,9,5.47,0.55,0.13,0.46,0,0.0,0.0,0,-1.7,545,5.34
143,10,5.34,0.53,0.14,0.44,4,0.84,0.34,327,-0.13,0,6.34
144,1,2.2,0.22,0.21,0.7,2,0.34,0.77,118,0.0,0,3.11
144,2,3.11,0.31,0.25,0.74,4,0.71,0.07,236,0.91,118,3.2
144,3,3.2,0.32,0.2,0.7,2,0.21,0.09,118,0.09,236,3.58
144,4,3.58,0.36,0.18,0.62,8,0.4,0.22,590,0.38,118,4.21
144,5,4.21,0.42,0.17,0.58,8,0.63,0.19,590,0.63,590,3.32
144,6,3.32,0.33,0.25,0.68,6,0.62,0.5,472,-0.89,590,3.56
144,7,3.56,0.36,0.23,0.56,0,0.0,0.0,0,0.24,472,3.72
144,8,3.72,0.37,0.26,0.7,10,0.21,0.23,590,0.16,0,4.14
144,9,4.14,0.41,0.2,0.64,3,0.26,0.32,236,0.42,590,4.76
144,10,4.76,0.48,0.21,0.5,14,0.33,0.54,787,0.62,236,5.36
145,1,3.5,0.35,0.24,0.66,8,0.25,0.2,543,0.0,0,4.57
145,2,4.57,0.46,0.16,0.58,3,0.89,0.35,162,1.07,543,4.95
145,3,4.95,0.5,0.13,0.52,1,0.64,0.63,81,0.38,162,5.74
145,4,5.74,0.57,0.15,0.4,0,0.0,0.0,0,0.79,81,5.74
145,5,5.74,0.57,0.08,0.36,4,0.79,0.07,244,0.0,0,6.24
145,6,6.24,0.62,0.09,0.38,13,0.73,0.02,543,0.5,244,7.17
145,7,7.17,0.72,0.09,0.3,2,0.6,0.03,162,0.93,543,7.46
145,8,7.46,0.75,0.19,0.26,1,0.31,0.23,81,0.29,162,7.38
145,9,7.38,0.74,0.1,0.14,0,0.0,0.0,0,-0.08,81,7.48
145,10,7.48,0.75,0.04,0.26,0,0.0,0.0,0,0.1,0,7.27
146,1,4.8,0.48,0.24,0.52,10,0.38,0.13,712,0.0,0,4.73
146,2,4.73,0.47,0.16,0.48,4,0.54,0.2,285,-0.07,712,5.19
146,3,5.19,0.52,0.17,0.38,0,0.0,0.0,0,0.46,285,4.73
146,4,4.73,0.47,0.25,0.58,20,0.75,0.49,950,-0.46,0,5.58
146,5,5.58,0.56,0.07,0.4,2,0.55,0.6,142,0.85,950,6.42
146,6,6.42,0.64,0.06,0.36,0,0.0,0.0,0,0.84,142,6.37
146,7,6.37,0.64,0.11,0.3,0,0.0,0.0,0,-0.05,0,6.0
146,8,6.0,0.6,0.2,0.4,2,0.4,0.56,142,-0.37,0,6.66
146,9,6.66,0.67,0.12,0.28,17,0.21,0.29,950,0.66,142,7.43
146,10,7.43,0.74,0.13,0.32,20,0.56,0.65,950,0.77,950,6.71
147,1,5.4,0.54,0.18,0.44,14,0.37,0.57,634,0.0,0,6.25
147,2,6.25,0.62,0.19,0.4,4,0.5,0.49,190,0.85,634,6.7
147,3,6.7,0.67,0.08,0.38,0,0.0,0.0,0,0.45,190,6.16
147,4,6.16,0.62,0.13,0.36,1,0.63,0.44,95,-0.54,0,6.59
147,5,6.59,0.66,0.14,0.32,10,0.21,0.8,634,0.43,95,7.32
147,6,7.32,0.73,0.07,0.3,12,0.52,0.02,634,0.73,634,7.01
147,7,7.01,0.7,0.11,0.18,8,0.35,0.77,475,-0.31,634,5.81
147,8,5.81,0.58,0.14,0.44,6,0.21,0.13,475,-1.2,475,4.35
147,9,4.35,0.43,0.19,0.52,13,0.66,0.26,634,-1.46,475,3.69
147,10,3.69,0.37,0.25,0.58,1,0.51,0.66,95,-0.66,634,4.57
148,1,3.0,0.3,0.22,0.58,11,0.51,0.52,548,0.0,0,3.89
148,2,3.89,0.39,0.25,0.56,5,0.72,0.48,247,0.89,548,4.55
148,3,4.55,0.45,0.15,0.52,3,0.51,0.17,164,0.66,247,4.66
148,4,4.66,0.47,0.15,0.5,8,0.49,0.38,548,0.11,164,4.84
148,5,4.84,0.48,0.2,0.48,8,0.86,0.7,329,0.18,548,4.68
148,6,4.68,0.47,0.22,0.52,3,0.59,0.4,247,-0.16,329,4.84
148,7,4.84,0.48,0.18,0.54,6,0.4,0.34,329,0.16,247,5.26
148,8,5.26,0.53,0.18,0.46,4,0.38,0.37,247,0.42,329,5.45
148,9,5.45,0.55,0.14,0.52,4,0.27,0.3,247,0.19,247,5.59
148,10,5.59,0.56,0.11,0.36,6,0.61,0.07,411,0.14,247,6.37
149,1,6.9,0.69,0.21,0.32,1,0.38,0.53,72,0.0,0,6.94
149,2,6.94,0.69,0.1,0.32,6,0.76,0.61,288,0.04,72,7.09
149,3,7.09,0.71,0.18,0.16,4,0.75,0.65,288,0.15,288,8.11
149,4,8.11,0.81,0.1,0.1,0,0.0,0.0,0,1.02,288,8.26
149,5,8.26,0.83,0.08,0.2,3,0.53,0.22,216,0.15,0,8.14
149,6,8.14,0.81,0.11,0.24,6,0.7,0.03,360,-0.12,216,8.61
149,7,8.61,0.86,0.01,0.14,7,0.46,0.39,481,0.47,360,9.29
149,8,9.29,0.93,0.03,0.08,9,0.54,0.28,481,0.68,481,7.63
149,9,7.63,0.76,0.1,0.3,0,0.0,0.0,0,-1.66,481,7.49
149,10,7.49,0.75,0.1,0.26,2,0.27,0.47,144,-0.14,0,8.1
150,1,3.4,0.34,0.19,0.66,5,0.72,0.48,265,0.0,0,4.19
150,2,4.19,0.42,0.19,0.5,1,0.84,0.28,88,0.79,265,5.05
150,3,5.05,0.5,0.12,0.44,6,0.72,0.35,441,0.86,88,5.77
150,4,5.77,0.58,0.23,0.42,8,0.53,0.35,589,0.72,441,4.61
150,5,4.61,0.46,0.25,0.54,4,0.72,0.53,265,-1.16,589,5.38
150,6,5.38,0.54,0.21,0.44,1,0.43,0.79,88,0.77,265,6.0
150,7,6.0,0.6,0.11,0.38,4,0.31,0.35,265,0.62,88,6.9
150,8,6.9,0.69,0.19,0.26,0,0.0,0.0,0,0.9,265,6.62
150,9,6.62,0.66,0.11,0.26,7,0.57,0.45,441,-0.28,0,7.15
150,10,7.15,0.72,0.04,0.16,10,0.27,0.08,441,0.53,441,6.19
151,1,6.3,0.63,0.15,0.36,12,0.45,0.51,671,0.0,0,6.58
151,2,6.58,0.66,0.14,0.34,2,0.46,0.76,100,0.28,671,6.77
151,3,6.77,0.68,0.1,0.26,3,0.39,0.7,201,0.19,100,7.27
151,4,7.27,0.73,0.14,0.4,7,0.86,0.28,402,0.5,201,7.72
151,5,7.72,0.77,0.01,0.24,0,0.0,0.0,0,0.45,402,7.76
151,6,7.76,0.78,0.06,0.24,9,0.84,0.06,671,0.04,0,7.74
151,7,7.74,0.77,0.04,0.18,10,0.89,0.09,671,-0.02,671,7.58
151,8,7.58,0.76,0.14,0.24,6,0.45,0.34,402,-0.16,671,7.36
151,9,7.36,0.74,0.03,0.3,6,0.88,0.37,402,-0.22,402,6.6
151,10,6.6,0.66,0.14,0.34,2,0.37,0.02,201,-0.76,402,7.07
152,1,6.7,0.67,0.14,0.32,3,0.36,0.17,221,0.0,0,7.46
152,2,7.46,0.75,0.16,0.28,6,0.32,0.44,443,0.76,221,7.92
152,3,7.92,0.79,0.11,0.22,7,0.83,0.76,332,0.46,443,6.63
152,4,6.63,0.66,0.16,0.36,0,0.0,0.0,0,-1.29,332,6.25
152,5,6.25,0.62,0.07,0.46,4,0.58,0.0,332,-0.38,0,6.13
152,6,6.13,0.61,0.19,0.4,7,0.81,0.51,443,-0.12,332,6.74
152,7,6.74,0.67,0.14,0.3,10,0.82,0.03,443,0.61,443,6.23
152,8,6.23,0.62,0.07,0.38,5,0.2,0.25,332,-0.51,443,4.65
152,9,4.65,0.46,0.23,0.5,7,0.28,0.39,332,-1.58,332,5.39
152,10,5.39,0.54,0.16,0.48,5,0.73,0.76,332,0.74,332,6.24
153,1,2.8,0.28,0.3,0.8,6,0.34,0.55,413,0.0,0,3.64
153,2,3.64,0.36,0.34,0.66,13,0.51,0.57,550,0.84,413,3.27
153,3,3.27,0.33,0.19,0.64,5,0.31,0.26,247,-0.37,550,3.88
153,4,3.88,0.39,0.27,0.56,5,0.63,0.02,247,0.61,247,4.23
153,5,4.23,0.42,0.19,0.52,6,0.33,0.52,413,0.35,247,4.75
153,6,4.75,0.48,0.15,0.5,6,0.6,0.4,413,0.52,413,4.6
153,7,4.6,0.46,0.11,0.62,3,0.67,0.57,247,-0.15,413,5.05
153,8,5.05,0.5,0.16,0.48,6,0.43,0.41,330,0.45,247,5.78
153,9,5.78,0.58,0.12,0.44,8,0.54,0.77,413,0.73,330,6.32
153,10,6.32,0.63,0.03,0.34,0,0.0,0.0,0,0.54,413,6.53
154,1,4.3,0.43,0.13,0.62,0,0.0,0.0,0,0.0,0,4.23
154,2,4.23,0.42,0.22,0.54,12,0.21,0.29,633,-0.07,0,4.91
154,3,4.91,0.49,0.16,0.42,6,0.82,0.6,379,0.68,633,3.46
154,4,3.46,0.35,0.23,0.76,5,0.53,0.11,379,-1.45,379,4.21
154,5,4.21,0.42,0.21,0.6,2,0.74,0.66,189,0.75,379,5.19
154,6,5.19,0.52,0.2,0.5,0,0.0,0.0,0,0.98,189,5.14
154,7,5.14,0.51,0.1,0.48,11,0.31,0.51,474,-0.05,0,5.85
154,8,5.85,0.58,0.15,0.4,4,0.37,0.53,284,0.71,474,6.73
154,9,6.73,0.67,0.14,0.38,5,0.53,0.01,284,0.88,284,7.07
154,10,7.07,0.71,0.09,0.2,1,0.37,0.57,94,0.34,284,7.81
155,1,4.1,0.41,0.18,0.54,9,0.29,0.06,669,0.0,0,4.58
155,2,4.58,0.46,0.23,0.6,9,0.87,0.49,501,0.48,669,4.77
155,3,4.77,0.48,0.18,0.52,11,0.26,0.78,501,0.19,501,4.32
155,4,4.32,0.43,0.16,0.56,4,0.49,0.26,200,-0.45,501,4.58
155,5,4.58,0.46,0.07,0.48,7,0.54,0.79,401,0.26,200,5.43
155,6,5.43,0.54,0.09,0.38,0,0.0,0.0,0,0.85,401,5.3
155,7,5.3,0.53,0.14,0.38,8,0.43,0.76,501,-0.13,0,6.08
155,8,6.08,0.61,0.15,0.44,4,0.65,0.0,200,0.78,501,6.65
155,9,6.65,0.66,0.06,0.34,2,0.78,0.68,100,0.57,200,6.85
155,10,6.85,0.68,0.12,0.24,12,0.3,0.75,501,0.2,100,7.01
156,1,6.7,0.67,0.25,0.36,11,0.89,0.64,772,0.0,0,6.93
156,2,6.93,0.69,0.08,0.46,2,0.26,0.43,115,0.23,772,7.02
156,3,7.02,0.7,0.03,0.24,12,0.6,0.4,579,0.09,115,7.84
156,4,7.84,0.78,0.05,0.24,9,0.81,0.53,463,0.82,579,6.58
156,5,6.58,0.66,0.07,0.36,13,0.62,0.13,579,-1.26,463,6.41
156,6,6.41,0.64,0.07,0.36,5,0.55,0.11,347,-0.17,579,6.04
156,7,6.04,0.6,0.18,0.38,11,0.37,0.57,772,-0.37,347,6.58
156,8,6.58,0.66,0.07,0.28,12,0.81,0.13,579,0.54,772,6.28
156,9,6.28,0.63,0.1,0.38,9,0.52,0.24,579,-0.3,579,5.77
156,10,5.77,0.58,0.17,0.5,9,0.47,0.16,579,-0.51,579,5.29
157,1,5.5,0.55,0.09,0.44,6,0.57,0.3,312,0.0,0,6.28
157,2,6.28,0.63,0.13,0.44,5,0.51,0.4,312,0.78,312,6.34
157,3,6.34,0.63,0.12,0.34,7,0.39,0.69,312,0.06,312,6.73
157,4,6.73,0.67,0.1,0.36,3,0.79,0.05,208,0.39,312,7.17
157,5,7.17,0.72,0.12,0.2,9,0.26,0.45,520,0.44,208,7.73
157,6,7.73,0.77,0.11,0.24,3,0.5,0.44,208,0.56,520,8.25
157,7,8.25,0.82,0.07,0.02,6,0.67,0.03,416,0.52,208,8.36
157,8,8.36,0.84,0.2,0.14,7,0.65,0.34,312,0.11,416,7.64
157,9,7.64,0.76,0.12,0.2,9,0.73,0.22,520,-0.72,312,8.0
157,10,8.0,0.8,0.07,0.16,6,0.76,0.5,312,0.36,520,6.83
158,1,3.8,0.38,0.25,0.66,5,0.5,0.38,378,0.0,0,4.62
158,2,4.62,0.46,0.19,0.6,9,0.49,0.79,630,0.82,378,5.38
158,3,5.38,0.54,0.19,0.44,9,0.82,0.4,378,0.76,630,3.67
158,4,3.67,0.37,0.25,0.54,8,0.79,0.15,378,-1.71,378,3.98
158,5,3.98,0.4,0.16,0.64,1,0.52,0.51,94,0.31,378,4.81
158,6,4.81,0.48,0.08,0.54,0,0.0,0.0,0,0.83,94,4.92
158,7,4.92,0.49,0.23,0.52,3,0.25,0.56,189,0.11,0,5.49
158,8,5.49,0.55,0.21,0.5,9,0.39,0.13,473,0.57,189,6.04
158,9,6.04,0.6,0.14,0.42,9,0.61,0.3,473,0.55,473,5.69
158,10,5.69,0.57,0.19,0.44,0,0.0,0.0,0,-0.35,473,5.55
159,1,2.2,0.22,0.2,0.8,4,0.35,0.35,251,0.0,0,2.79
159,2,2.79,0.28,0.33,0.76,2,0.8,0.36,188,0.59,251,3.45
159,3,3.45,0.34,0.3,0.6,9,0.21,0.11,419,0.66,188,3.36
159,4,3.36,0.34,0.29,0.72,0,0.0,0.0,0,-0.09,419,2.91
159,5,2.91,0.29,0.26,0.74,4,0.45,0.41,251,-0.45,0,3.81
159,6,3.81,0.38,0.27,0.6,7,0.56,0.58,419,0.9,251,4.17
159,7,4.17,0.42,0.2,0.66,6,0.51,0.14,314,0.36,419,2.53
159,8,2.53,0.25,0.27,0.68,6,0.55,0.22,419,-1.64,314,3.22
159,9,3.22,0.32,0.29,0.66,7,0.83,0.07,419,0.69,419,1.73
159,10,1.73,0.17,0.25,0.8,3,0.6,0.58,251,-1.49,419,2.7
160,1,3.3,0.33,0.21,0.62,1,0.82,0.2,95,0.0,0,3.93
160,2,3.93,0.39,0.16,0.54,5,0.4,0.18,287,0.63,95,4.19
160,3,4.19,0.42,0.17,0.6,15,0.71,0.46,638,0.26,287,5.26
160,4,5.26,0.53,0.08,0.48,0,0.0,0.0,0,1.07,638,5.38
160,5,5.38,0.54,0.16,0.46,10,0.49,0.57,638,0.12,0,6.36
160,6,6.36,0.64,0.11,0.42,5,0.56,0.51,383,0.98,638,5.55
160,7,5.55,0.55,0.21,0.38,7,0.28,0.68,383,-0.81,383,6.12
160,8,6.12,0.61,0.18,0.36,2,0.8,0.47,95,0.57,383,6.94
160,9,6.94,0.69,0.06,0.36,3,0.84,0.55,191,0.82,95,7.37
160,10,7.37,0.74,0.07,0.28,10,0.41,0.71,638,0.43,191,7.67
161,1,4.3,0.43,0.13,0.6,5,0.69,0.64,219,0.0,0,4.78
161,2,4.78,0.48,0.17,0.4,3,0.29,0.75,219,0.48,219,5.33
161,3,5.33,0.53,0.21,0.34,2,0.89,0.59,146,0.55,219,5.62
161,4,5.62,0.56,0.24,0.48,1,0.39,0.15,73,0.29,146,6.06
161,5,6.06,0.61,0.21,0.32,3,0.5,0.15,219,0.44,73,6.54
161,6,6.54,0.65,0.15,0.4,1,0.84,0.48,73,0.48,219,6.94
161,7,6.94,0.69,0.14,0.22,4,0.88,0.05,293,0.4,73,7.32
161,8,7.32,0.73,0.09,0.14,1,0.8,0.26,73,0.38,293,7.54
161,9,7.54,0.75,0.08,0.2,4,0.45,0.58,219,0.22,73,7.99
161,10,7.99,0.8,0.15,0.12,3,0.45,0.15,146,0.45,219,8.63
162,1,2.3,0.23,0.31,0.74,1,0.28,0.72,62,0.0,0,3.26
162,2,3.26,0.33,0.19,0.66,1,0.79,0.67,124,0.96,62,4.44
162,3,4.44,0.44,0.24,0.7,1,0.25,0.24,62,1.18,124,5.04
162,4,5.04,0.5,0.22,0.52,2,0.67,0.79,186,0.6,62,5.68
162,5,5.68,0.57,0.24,0.42,0,0.0,0.0,0,0.64,186,5.38
162,6,5.38,0.54,0.13,0.5,2,0.72,0.75,124,-0.3,0,6.34
162,7,6.34,0.63,0.03,0.38,1,0.46,0.18,124,0.96,124,7.05
162,8,7.05,0.7,0.06,0.28,3,0.8,0.15,186,0.71,124,7.41
162,9,7.41,0.74,0.1,0.22,2,0.88,0.26,124,0.36,186,7.58
162,10,7.58,0.76,0.12,0.22,5,0.28,0.09,310,0.17,124,7.98
163,1,2.6,0.26,0.22,0.82,9,0.34,0.8,555,0.0,0,4.34
163,2,4.34,0.43,0.25,0.46,9,0.58,0.72,416,1.74,555,5.15
163,3,5.15,0.52,0.1,0.4,5,0.87,0.49,249,0.81,416,5.82
163,4,5.82,0.58,0.24,0.4,1,0.47,0.08,83,0.67,249,6.82
163,5,6.82,0.68,0.02,0.34,8,0.53,0.55,333,1.0,83,7.06
163,6,7.06,0.71,0.22,0.32,9,0.59,0.78,416,0.24,333,8.09
163,7,8.09,0.81,0.08,0.16,8,0.57,0.05,416,1.03,416,8.16
163,8,8.16,0.82,0.03,0.16,7,0.53,0.55,333,0.07,416,6.85
163,9,6.85,0.68,0.13,0.38,6,0.48,0.27,333,-1.31,333,7.4
163,10,7.4,0.74,0.12,0.3,5,0.76,0.76,249,0.55,333,7.7
164,1,4.0,0.4,0.16,0.56,4,0.67,0.66,232,0.0,0,4.95
164,2,4.95,0.5,0.19,0.48,7,0.49,0.4,464,0.95,232,5.11
164,3,5.11,0.51,0.19,0.52,7,0.81,0.45,348,0.16,464,4.92
164,4,4.92,0.49,0.28,0.44,2,0.48,0.54,116,-0.19,348,6.06
164,5,6.06,0.61,0.07,0.44,13,0.39,0.38,581,1.14,116,6.55
164,6,6.55,0.66,0.17,0.2,0,0.0,0.0,0,0.49,581,6.26
164,7,6.26,0.63,0.11,0.3,0,0.0,0.0,0,-0.29,0,6.19
164,8,6.19,0.62,0.12,0.32,4,0.63,0.01,232,-0.07,0,6.78
164,9,6.78,0.68,0.06,0.44,10,0.4,0.55,464,0.59,232,7.77
164,10,7.77,0.78,0.14,0.16,1,0.52,0.0,116,0.99,464,8.2
165,1,4.5,0.45,0.18,0.5,13,0.46,0.7,670,0.0,0,5.87
165,2,5.87,0.59,0.21,0.38,0,0.0,0.0,0,1.37,670,5.72
165,3,5.72,0.57,0.1,0.44,6,0.7,0.18,402,-0.15,0,5.51
165,4,5.51,0.55,0.19,0.44,5,0.45,0.75,301,-0.21,402,5.6
165,5,5.6,0.56,0.16,0.42,8,0.82,0.17,402,0.09,301,5.63
165,6,5.63,0.56,0.2,0.38,10,0.5,0.7,670,0.03,402,4.6
165,7,4.6,0.46,0.26,0.58,2,0.67,0.56,100,-1.03,670,5.04
165,8,5.04,0.5,0.27,0.46,0,0.0,0.0,0,0.44,100,4.9
165,9,4.9,0.49,0.26,0.48,11,0.3,0.06,670,-0.14,0,5.09
165,10,5.09,0.51,0.26,0.5,9,0.5,0.69,670,0.19,670,4.1
166,1,2.1,0.21,0.31,0.78,7,0.57,0.16,477,0.0,0,3.03
166,2,3.03,0.3,0.21,0.62,9,0.23,0.06,636,0.93,477,1.84
166,3,1.84,0.18,0.29,0.82,6,0.69,0.07,381,-1.19,636,1.68
166,4,1.68,0.17,0.32,0.92,1,0.47,0.54,95,-0.16,381,2.86
166,5,2.86,0.29,0.27,0.64,1,0.65,0.06,95,1.18,95,2.92
166,6,2.92,0.29,0.16,0.8,7,0.56,0.77,477,0.06,95,3.97
166,7,3.97,0.4,0.24,0.4,6,0.6,0.55,381,1.05,477,3.31
166,8,3.31,0.33,0.23,0.56,4,0.69,0.55,286,-0.66,381,3.93
166,9,3.93,0.39,0.23,0.6,6,0.89,0.49,286,0.62,286,4.59
166,10,4.59,0.46,0.2,0.48,0,0.0,0.0,0,0.66,286,4.87
167,1,2.8,0.28,0.23,0.66,0,0.0,0.0,0,0.0,0,2.62
167,2,2.62,0.26,0.3,0.7,0,0.0,0.0,0,-0.18,0,2.41
167,3,2.41,0.24,0.19,0.8,2,0.5,0.43,116,-0.21,0,3.91
167,4,3.91,0.39,0.31,0.44,13,0.57,0.28,778,1.5,116,5.08
167,5,5.08,0.51,0.14,0.48,0,0.0,0.0,0,1.17,778,5.35
167,6,5.35,0.53,0.14,0.4,8,0.22,0.79,583,0.27,0,6.26
167,7,6.26,0.63,0.23,0.36,3,0.89,0.0,233,0.91,583,6.31
167,8,6.31,0.63,0.11,0.32,0,0.0,0.0,0,0.05,233,5.92
167,9,5.92,0.59,0.15,0.44,6,0.79,0.49,466,-0.39,0,6.87
167,10,6.87,0.69,0.13,0.34,15,0.73,0.59,778,0.95,466,7.14
168,1,3.0,0.3,0.25,0.62,1,0.24,0.4,96,0.0,0,3.33
168,2,3.33,0.33,0.18,0.7,0,0.0,0.0,0,0.33,96,3.06
168,3,3.06,0.31,0.21,0.66,3,0.74,0.74,193,-0.27,0,4.01
168,4,4.01,0.4,0.12,0.62,4,0.65,0.25,193,0.95,193,4.57
168,5,4.57,0.46,0.14,0.5,3,0.63,0.55,193,0.56,193,5.25
168,6,5.25,0.52,0.21,0.46,5,0.54,0.57,290,0.68,193,5.91
168,7,5.91,0.59,0.15,0.22,5,0.42,0.39,290,0.66,290,6.69
168,8,6.69,0.67,0.11,0.28,7,0.66,0.02,483,0.78,290,7.22
168,9,7.22,0.72,0.07,0.34,1,0.78,0.55,96,0.53,483,7.44
168,10,7.44,0.74,0.01,0.2,1,0.88,0.78,96,0.22,96,7.12
169,1,6.3,0.63,0.09,0.28,0,0.0,0.0,0,0.0,0,6.1
169,2,6.1,0.61,0.13,0.58,1,0.5,0.64,63,-0.2,0,6.92
169,3,6.92,0.69,0.14,0.3,7,0.78,0.68,420,0.82,63,7.67
169,4,7.67,0.77,0.15,0.14,1,0.53,0.56,63,0.75,420,7.59
169,5,7.59,0.76,0.08,0.2,4,0.76,0.3,252,-0.08,63,8.05
169,6,8.05,0.8,0.02,0.22,1,0.71,0.28,63,0.46,252,8.19
169,7,8.19,0.82,0.06,0.26,4,0.43,0.56,252,0.14,63,8.19
169,8,8.19,0.82,0.02,0.28,3,0.28,0.79,189,0.0,252,8.33
169,9,8.33,0.83,0.09,0.22,6,0.69,0.17,315,0.14,189,8.4
169,10,8.4,0.84,0.06,0.18,8,0.67,0.43,420,0.07,315,8.69
170,1,3.1,0.31,0.28,0.56,3,0.7,0.25,164,0.0,0,4.12
170,2,4.12,0.41,0.22,0.6,2,0.65,0.65,164,1.02,164,5.13
170,3,5.13,0.51,0.17,0.62,7,0.81,0.06,412,1.01,164,5.9
170,4,5.9,0.59,0.11,0.34,9,0.81,0.3,549,0.77,412,4.93
170,5,4.93,0.49,0.19,0.48,3,0.57,0.74,247,-0.97,549,5.69
